六碼郵遞區號,電腦局號,郵務局號,局名,電腦局名,郵務電話,儲匯電話,郵務傳真,縣市,鄉鎮市區,地址,經度,緯度,平常日提供服務,平常日延時提供服務,週六提供服務,週日提供服務,週一 郵務,週二 郵務,週三 郵務,週四 郵務,週五 郵務,週一 儲匯,週二 儲匯,週三 儲匯,週四 儲匯,週五 儲匯,週六,週日,提供郵務業務延時服務郵局 週一至週五,提供郵務及儲匯業務延時服務郵局 週一至週五,營業時間備註,郵遞區號
711013,003109-8,704009,歸仁郵局,臺南9支,(06)230-7454,(06)230-4904,(06)239-2780,臺南市,歸仁區,中山路一段637號,120.294648,22.966441,○,○,○,,08:30-18:00 ,08:30-18:00 ,08:30-18:00 ,08:30-18:00 ,08:30-18:00 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,09:00-12:00 , ,,○,,71143
710056,003110-0,704010,永康郵局,臺南10支,(06)232-2405-12,(06)232-2405-13,(06)231-3504,臺南市,永康區,中山路78號,120.256792,23.02812,○,○,○,,08:30-18:00 ,08:30-18:00 ,08:30-18:00 ,08:30-18:00 ,08:30-18:00 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,09:00-12:00 , ,,○,,71089
710027,003111-3,704011,永康六甲頂郵局,臺南11支,(06)282-9564,(06)282-9564,(06)251-0523,臺南市,永康區,中正南路160號,120.217094,23.022539,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,71067
701033,003112-7,704012,臺南德高厝郵局,臺南12支,(06)268-1297,(06)268-1297,(06)290-1510,臺南市,東區,崇德路678號,120.227413,22.967322,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,70173
700018,003113-1,704013,臺南永樂郵局,臺南13支,(06)223-4495,(06)223-4495,(06)223-0499,臺南市,中西區,民族路三段282號,120.192476,23.000198,○,○,○,,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,09:00-12:00 , ,○,,,70060
700003,003114-4,704014,臺南友愛街郵局,臺南14支,(06)223-5406,(06)223-5406,(06)211-1880,臺南市,中西區,友愛街318號,120.193749,22.992712,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,70055
700280,003115-8,704015,臺南南門路郵局,臺南15支,(06)214-7235,(06)214-7235,(06)213-1883,臺南市,中西區,南門路93號,120.204662,22.988728,○,○,,,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,○,,,70049
717017,003116-1,704016,仁德太子郵局,臺南16支,(06)272-4666,(06)272-4666,(06)272-8624,臺南市,仁德區,土庫路2號,120.260394,22.991146,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,71757
704033,003117-5,704017,臺南西華郵局,臺南17支,(06)228-8491,(06)228-8491,(06)228-0444,臺南市,北區,公園路176-1號,120.208032,22.99975,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,70448
701001,003118-9,704018,臺南東城郵局,臺南18支,(06)237-5408,(06)237-5408,(06)274-8225,臺南市,東區,府連路433、435號,120.217035,22.986275,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,70141
704016,003119-2,704019,臺南開元路郵局,臺南19支,(06)237-1330,(06)237-1330,(06)274-8226,臺南市,北區,開元路162號,120.219758,23.007085,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,70456
702029,003120-4,704020,臺南大同路郵局,臺南20支,(06)215-5409,(06)215-5409,(06)215-1514,臺南市,南區,大同路二段410號,120.214181,22.974457,○,○,○,,08:30-18:00 ,08:30-18:00 ,08:30-18:00 ,08:30-18:00 ,08:30-18:00 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,09:00-12:00 , ,,○,,70263
710031,003121-8,704021,永康二王郵局,臺南21支,(06)232-9575,(06)232-9575,(06)231-3505,臺南市,永康區,中山南路363號,120.245768,23.020788,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,71078
700006,003122-1,704022,臺南普濟郵局,臺南22支,(06)223-5410,(06)223-5410,(06)211-1890,臺南市,中西區,西門路二段366號,120.20061,22.9983,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,70042
702018,003123-5,704023,臺南灣裡郵局,臺南23支,(06)262-2411,(06)262-2411,(06)262-4426,臺南市,南區,灣裡路67號,120.180991,22.932275,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,70258
717006,003124-9,704024,仁德二空郵局,臺南24支,(06)268-2328,(06)268-2328,(06)290-2467,臺南市,仁德區,二空路65號,120.223192,22.9586,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,71746
704007,003125-2,704025,臺南大光郵局,臺南25支,(06)251-6481,(06)251-6481,(06)281-5274,臺南市,北區,長榮路五段266號,120.218096,23.012843,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,70447
701017,003126-6,704026,臺南東門郵局,臺南26支,(06)268-3290,(06)268-3290,(06)290-1519,臺南市,東區,東門路二段216號,120.223883,22.98488,○,○,,,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,○,,,70157
717009,003127-0,704027,仁德郵局,臺南27支,(06)270-0982,(06)270-0982,(06)270-5767,臺南市,仁德區,中正路二段1118號,120.252186,22.969735,○,○,○,,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,09:00-12:00 , ,○,,,71749
701045,003128-3,704028,臺南東寧路郵局,臺南28支,(06)236-3607,(06)236-3607,(06)274-8227,臺南市,東區,東寧路323號,120.227612,22.990309,○,○,○,,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,09:00-12:00 , ,○,,,70160
704005,003129-7,704029,臺南北小北郵局,臺南29支,(06)251-6135,(06)251-6135,(06)281-5275,臺南市,北區,西門路四段482號,120.211184,23.016531,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,70445
710037,003130-9,704030,永康大灣郵局,臺南30支,(06)271-3784,(06)271-3784,(06)272-2826,臺南市,永康區,民族路244號,120.2689,23.00627,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,71077
709019,003131-2,704031,臺南和順郵局,臺南31支,(06)355-9285,(06)355-9285,(06)356-3900,臺南市,安南區,安和路5段119號,120.21822,23.065486,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,70959
710042,003132-6,704032,永康鹽行郵局,臺南32支,(06)253-1054,(06)253-1054,(06)253-7064,臺南市,永康區,中正北路79號,120.239937,23.041732,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,71072
702011,003133-0,704033,臺南鹽埕郵局,臺南33支,(06)261-6286,(06)261-6286,(06)263-4984,臺南市,南區,金華路一段292號,120.190456,22.968416,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,70251
709001,003134-3,704034,臺南安順郵局,臺南34支,(06)255-5030,(06)255-5030,(06)246-4590,臺南市,安南區,安和路一段430號,120.213189,23.034823,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,70941
702034,003135-7,704035,臺南新義郵局,臺南35支,(06)265-4762,(06)265-4762,(06)263-7064,臺南市,南區,安平工業區新義路1號,120.183143,22.969979,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,70268
709020,003136-1,704036,臺南安南郵局,臺南36支,(06)256-1849,(06)256-1849,(06)246-3901,臺南市,安南區,安中路三段106號,120.181204,23.047828,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,70960
702006,003137-4,704037,臺南金華郵局,臺南37支,(06)222-7221,(06)222-7221,(06)222-9844,臺南市,南區,健康路二段182號,120.192763,22.981644,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,70262
709030,003138-8,704038,臺南海佃郵局,臺南38支,(06)258-0744,(06)258-0744,(06)259-2938,臺南市,安南區,國安街8號,120.191449,23.022882,○,,○,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,09:00-12:00 , ,,,,70950
709031,003139-1,704039,臺南土城郵局,臺南39支,(06)257-1208,(06)257-1208,(06)257-2787,臺南市,安南區,安中路六段712號,120.128419,23.065031,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,70948
701014,003140-3,704040,臺南小東郵局,臺南40支,(06)237-0917,(06)237-0917,(06)274-8229,臺南市,東區,東和路45、47、49號,120.22945,22.998582,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,70154
710039,003142-1,704042,永康大橋郵局,臺南42支,(06)232-0332,(06)232-0332,(06)231-3506,臺南市,永康區,中華路473號1F,120.231838,23.011241,○,,○,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,09:00-12:00 , ,,,,71079
710047,003143-4,704043,永康崑山郵局,臺南43支,(06)271-5182,(06)271-5182,(06)271-5171,臺南市,永康區,永大路二段3號,120.259367,23.000759,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,71087
717018,003145-1,704045,仁德後壁厝郵局,臺南45支,(06)270-0674,(06)270-0674,(06)270-5771,臺南市,仁德區,中正路二段417、419號,120.252016,22.954028,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,71743
710001,003146-5,704046,永康王行郵局,臺南46支,(06)233-8750,(06)233-8750,(06)231-3507,臺南市,永康區,永康工業區環工路6號,120.274457,23.04912,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,71041
709003,003147-9,704047,臺南原佃郵局,臺南47支,(06)246-4402,(06)246-4402,(06)246-4404,臺南市,安南區,怡安路二段462號,120.197446,23.044386,○,,○,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,09:00-12:00 , ,,,,70943
704026,003148-2,704048,臺南文元郵局,臺南48支,(06)258-5364,(06)258-5364,(06)258-4499,臺南市,北區,文成路765號,120.195173,23.012168,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,70451
701022,003149-6,704049,臺南虎尾寮郵局,臺南49支,(06)290-7858,(06)290-7881,(06)289-1144,臺南市,東區,自由路三段386號,120.237291,22.982543,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,70162
711012,003150-8,704050,歸仁南保郵局,臺南50支,(06)239-5210,(06)239-5210,(06)239-4044,臺南市,歸仁區,中山路三段250號1樓,120.28185588148135,22.968458263237622,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,71143
718005,003159-1,704059,關廟郵局,臺南59支,(06)595-0850,(06)595-2009,(06)595-2244,臺南市,關廟區,中央路222號,120.329195,22.960795,○,○,○,,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,09:00-12:00 , ,○,,,71845
719012,003160-2,704060,龍崎郵局,臺南60支,(06)594-1365,(06)594-1365,(06)594-1414,臺南市,龍崎區,崎頂里新市仔186號,120.360434,22.965292,○,,,,08:30-12:00 ,08:30-12:00 ,08:30-12:00 ,08:30-12:00 ,08:30-12:00 ,08:30-12:00 ,08:30-12:00 ,08:30-12:00 ,08:30-12:00 ,08:30-12:00 , , ,,,,71942
718006,003161-6,704061,關廟文衡路郵局,臺南61支,(06)595-0858,(06)595-0858,(06)596-2344,臺南市,關廟區,文衡路20號,120.326175,22.960814,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,71846
708008,003162-0,704062,臺南新南郵局,臺南62支,(06)299-2514,(06)299-2514,(06)297-6084,臺南市,安平區,永華三街6號,120.181603,22.99066,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,70848
708202,003163-3,704063,臺南地方法院郵局,臺南63支,(06)298-6435,(06)298-6435,(06)298-6437,臺南市,安平區,健康路三段308號(臺南地方法院內),120.171648,22.984276,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,70802
708014,003164-7,704064,臺南育平郵局,臺南64支,(06)297-3047,(06)297-3047,(06)297-3044,臺南市,安平區,育平路333號,120.167358,22.992991,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,70843
800012,004100-1,800000,新興郵局,高雄901支,(07)221-2591,(07)251-3473,(07)215-2604,高雄市,新興區,中正三路177、179號,120.303875,22.631026,○,○,○,,08:30-21:00 ,08:30-21:00 ,08:30-21:00 ,08:30-21:00 ,08:30-21:00 ,08:30-21:00 ,08:30-21:00 ,08:30-21:00 ,08:30-21:00 ,08:30-21:00 ,09:00-12:00 , ,,○,集郵服務中心營業時間如下：<br>週一至週五：8:30-17:30<br>週六：9:00-12:00<br>,80027
813016,004101-5,800001,左營華夏路郵局,高雄1支,(07)341-5636,(07)341-5636,(07)341-5652,高雄市,左營區,華夏路390號,120.29867,22.673093,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,81356
802634,004102-9,800002,苓雅郵局,高雄2支,(07)333-0818,(07)333-0818,(07)336-4139,高雄市,苓雅區,成功一路134號,120.297704,22.614658,○,○,,,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,○,,本局自112年3月4日起，停止星期六營業。<br>,80249
805002,004103-2,800003,旗津郵局,高雄3支,(07)571-7832,(07)571-3751,(07)571-1044,高雄市,旗津區,中洲三路817號,120.26939,22.612494,○,,○,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,09:00-12:00 , ,,,,80542
803004,004105-0,800005,鹽埕郵局,高雄5支,(07)551-0421,(07)551-4658,(07)533-0018,高雄市,鹽埕區,五福四路133號,120.284289,22.623054,○,,○,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,09:00-12:00 , ,,,,80344
811026,004106-3,800006,楠梓郵局,高雄6支,(07)351-7250,(07)351-1744,(07)353-0064,高雄市,楠梓區,楠梓新路247號,120.325811,22.728343,○,○,○,,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,09:00-12:00 , ,○,,,81166
813006,004107-7,800007,左營郵局,高雄7支,(07)581-0018,(07)581-0018,(07)585-6364,高雄市,左營區,實踐路43號,120.293529,22.69017,○,○,○,,08:30-18:00 ,08:30-18:00 ,08:30-18:00 ,08:30-18:00 ,08:30-18:00 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,09:00-12:00 , ,,○,,81346
807001,004108-1,800008,高雄站前郵局,高雄8支,(07)286-7211,(07)286-7211,(07)287-1163,高雄市,三民區,建國三路2-2號,120.301065,22.638405,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,80748
804002,004109-4,800009,鼓山郵局,高雄9支,(07)551-6044,(07)551-6044,(07)533-0017,高雄市,鼓山區,臨海二路17號,120.273815,22.621805,○,,○,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,09:00-12:00 , ,,,,80443
801649,004110-6,800010,前金郵局,高雄10支,(07)285-5808,(07)285-5808,(07)285-5898,高雄市,前金區,六合二路147號,120.296076,22.631011,○,○,,,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,○,,,80141
804012,004111-0,800011,高雄內惟郵局,高雄11支,(07)561-3543,(07)561-3543,(07)533-0010,高雄市,鼓山區,九如四路1020、1022號,120.279272,22.655576,○,,○,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,09:00-12:00 , ,,,,80448
814040,004112-3,800012,仁武台塑郵局,高雄12支,(07)372-2811,(07)372-2811,(07)371-4454,高雄市,仁武區,水管路100-1號,120.336195,22.70588,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,81465
813007,004113-7,800013,左營南站郵局,高雄13支,(07)581-3816,(07)581-3816,(07)585-4041,高雄市,左營區,左營大路75號,120.288149,22.682146,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,81347
813009,004114-1,800014,左營果貿郵局,高雄14支,(07)582-0716,(07)582-0716,(07)585-4101,高雄市,左營區,翠峰路2號,120.289979,22.671351,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,81355
801751,004116-8,800016,高雄社東郵局,高雄16支,(07)272-6714,(07)281-5201,(07)251-0547,高雄市,前金區,自強二路104之1號,120.295049,22.626285,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,80144
807020,004117-1,800017,高雄德智郵局,高雄17支,(07)311-7501,(07)311-7501,(07)321-0191,高雄市,三民區,熱河一街84、86號,120.311184,22.643484,○,○,○,,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:30 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,09:00-12:00 , ,○,,,80758
806604,004118-5,800018,前鎮郵局,高雄18支,(07)821-4865,(07)821-4865,(07)812-0113,高雄市,前鎮區,前鎮街92號,120.306298,22.588881,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,80662
802721,004119-9,800019,高雄市府郵局,高雄19支,(07)331-8950,(07)331-8950,(07)334-4401,高雄市,苓雅區,四維三路2號(市政大樓1樓),120.311829,22.621206,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,80203
804006,004120-1,800020,高雄鼓岩郵局,高雄20支,(07)561-4812,(07)561-4812,(07)533-0031,高雄市,鼓山區,鼓山二路166-12、13號,120.280834,22.637285,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,80445
806601,004121-4,800021,高雄廣澤郵局,高雄21支,(07)333-3961,(07)333-3961,(07)336-2695,高雄市,前鎮區,三多三路139號,120.310576,22.615817,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,80655
803001,004123-1,800023,高雄府北郵局,高雄23支,(07)561-3431,(07)561-3431,(07)533-0032,高雄市,鹽埕區,七賢二路470號,120.284484,22.629574,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,80341
807003,004124-5,800024,高雄三塊厝郵局,高雄24支,(07)286-5203,(07)286-6716,(07)286-0004,高雄市,三民區,中華三路270號,120.293602,22.635601,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,80749
811001,004125-9,800025,楠梓莒光郵局,高雄25支,(07)361-2330,(07)361-2330,(07)364-0164,高雄市,楠梓區,新昌街53、55號,120.298785,22.709847,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,81142
806614,004126-2,800026,前鎮加工區郵局,高雄26支,(07)821-8017,(07)821-8017,(07)812-0103,高雄市,前鎮區,中四路1號(前鎮加工區內),120.291257,22.601249,○,,,,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 ,08:30-17:00 , , ,,,,80681
